n,A,B,dispatch,trace,K,shift,useful_inheritance,cases,same_task_map,revision_changed_macro,replacement_changed_macro,sum_uncompiled,sum_frozen,sum_replace,sum_revisable,revision_win_uncompiled,revision_tie_uncompiled,revision_loss_uncompiled,max_saving_uncompiled,max_excess_uncompiled,revision_win_frozen,revision_tie_frozen,revision_loss_frozen,max_saving_frozen,max_excess_frozen,revision_win_replace,revision_tie_replace,revision_loss_replace,max_saving_replace,max_excess_replace
9,0,51,2,8,16,one_edit,0,64,40,0,0,5760,6272,6272,6784,0,0,64,-16,16,0,0,64,-8,8,0,0,64,-8,8
9,0,51,2,8,16,far,0,176,70,0,0,15840,17248,17248,18656,0,0,176,-16,16,0,0,176,-8,8,0,0,176,-8,8
9,0,51,4,0,1,unchanged,0,11,11,0,0,450,538,538,538,0,0,11,-8,8,0,11,0,0,0,0,11,0,0,0
9,0,51,4,0,1,one_edit,0,44,30,0,0,1860,2212,2212,2212,0,0,44,-8,8,0,44,0,0,0,0,44,0,0,0
9,0,51,4,0,1,far,0,121,60,0,0,5190,6158,6158,6158,0,0,121,-8,8,0,121,0,0,0,0,121,0,0,0
9,0,51,4,0,1,one_edit,1,20,10,0,0,1740,1560,1560,1560,20,0,0,10,-8,0,20,0,0,0,0,20,0,0,0
9,0,51,4,0,1,unchanged,1,5,5,0,0,450,400,400,400,5,0,0,10,-10,0,5,0,0,0,0,5,0,0,0
9,0,51,4,0,1,far,1,55,10,0,0,4710,4250,4250,4250,55,0,0,10,-8,0,55,0,0,0,0,55,0,0,0
9,0,51,4,0,4,unchanged,0,11,11,0,0,600,688,688,688,0,0,11,-8,8,0,11,0,0,0,0,11,0,0,0
9,0,51,4,0,4,one_edit,0,44,30,10,9,2640,2992,2992,2942,0,0,44,-3,8,10,34,0,5,0,10,34,0,5,0
9,0,51,4,0,4,far,0,121,60,45,41,7560,8528,8528,8333,0,0,121,-3,8,45,76,0,5,0,45,76,0,5,0
9,0,51,4,0,4,one_edit,1,20,10,0,0,2160,1920,1920,1920,20,0,0,16,-8,0,20,0,0,0,0,20,0,0,0
9,0,51,4,0,4,unchanged,1,5,5,0,0,600,520,520,520,5,0,0,16,-16,0,5,0,0,0,0,5,0,0,0
9,0,51,4,0,4,far,1,55,10,0,0,5640,5120,5120,5120,55,0,0,16,-8,0,55,0,0,0,0,55,0,0,0
9,0,51,4,0,16,unchanged,0,11,11,0,0,1200,1288,1288,1288,0,0,11,-8,8,0,11,0,0,0,0,11,0,0,0
9,0,51,4,0,16,one_edit,0,44,30,10,10,5760,6112,5872,5822,10,0,34,21,8,10,34,0,29,0,10,34,0,5,0
9,0,51,4,0,16,far,0,121,60,45,45,17040,18008,16928,16733,45,0,76,21,8,45,76,0,29,0,45,76,0,5,0
9,0,51,4,0,16,one_edit,1,20,10,0,0,3840,3360,3360,3360,20,0,0,40,-8,0,20,0,0,0,0,20,0,0,0
9,0,51,4,0,16,unchanged,1,5,5,0,0,1200,1000,1000,1000,5,0,0,40,-40,0,5,0,0,0,0,5,0,0,0
9,0,51,4,0,16,far,1,55,10,0,0,9360,8600,8600,8600,55,0,0,40,-8,0,55,0,0,0,0,55,0,0,0
9,0,51,4,2,1,unchanged,0,11,11,0,0,450,538,538,560,0,0,11,-10,10,0,0,11,-2,2,0,0,11,-2,2
9,0,51,4,2,1,one_edit,0,44,30,0,0,1860,2212,2212,2300,0,0,44,-10,10,0,0,44,-2,2,0,0,44,-2,2
9,0,51,4,2,1,far,0,121,60,0,0,5190,6158,6158,6400,0,0,121,-10,10,0,0,121,-2,2,0,0,121,-2,2
9,0,51,4,2,1,one_edit,1,20,10,0,0,1740,1560,1560,1600,20,0,0,8,-6,0,0,20,-2,2,0,0,20,-2,2
9,0,51,4,2,1,unchanged,1,5,5,0,0,450,400,400,410,5,0,0,8,-8,0,0,5,-2,2,0,0,5,-2,2
9,0,51,4,2,1,far,1,55,10,0,0,4710,4250,4250,4360,55,0,0,8,-6,0,0,55,-2,2,0,0,55,-2,2
9,0,51,4,2,4,unchanged,0,11,11,0,0,600,688,688,710,0,0,11,-10,10,0,0,11,-2,2,0,0,11,-2,2
9,0,51,4,2,4,one_edit,0,44,30,10,9,2640,2992,2992,3030,0,0,44,-5,10,10,0,34,3,2,10,0,34,3,2
9,0,51,4,2,4,far,0,121,60,45,41,7560,8528,8528,8575,0,0,121,-5,10,45,0,76,3,2,45,0,76,3,2
9,0,51,4,2,4,one_edit,1,20,10,0,0,2160,1920,1920,1960,20,0,0,14,-6,0,0,20,-2,2,0,0,20,-2,2
9,0,51,4,2,4,unchanged,1,5,5,0,0,600,520,520,530,5,0,0,14,-14,0,0,5,-2,2,0,0,5,-2,2
9,0,51,4,2,4,far,1,55,10,0,0,5640,5120,5120,5230,55,0,0,14,-6,0,0,55,-2,2,0,0,55,-2,2
9,0,51,4,2,16,unchanged,0,11,11,0,0,1200,1288,1288,1310,0,0,11,-10,10,0,0,11,-2,2,0,0,11,-2,2
9,0,51,4,2,16,one_edit,0,44,30,10,10,5760,6112,5872,5910,10,0,34,19,10,10,0,34,27,2,10,0,34,3,2
9,0,51,4,2,16,far,0,121,60,45,45,17040,18008,16928,16975,45,0,76,19,10,45,0,76,27,2,45,0,76,3,2
9,0,51,4,2,16,one_edit,1,20,10,0,0,3840,3360,3360,3400,20,0,0,38,-6,0,0,20,-2,2,0,0,20,-2,2
9,0,51,4,2,16,unchanged,1,5,5,0,0,1200,1000,1000,1010,5,0,0,38,-38,0,0,5,-2,2,0,0,5,-2,2
9,0,51,4,2,16,far,1,55,10,0,0,9360,8600,8600,8710,55,0,0,38,-6,0,0,55,-2,2,0,0,55,-2,2
9,0,51,4,4,1,unchanged,0,11,11,0,0,450,538,538,582,0,0,11,-12,12,0,0,11,-4,4,0,0,11,-4,4
9,0,51,4,4,1,one_edit,0,44,30,0,0,1860,2212,2212,2388,0,0,44,-12,12,0,0,44,-4,4,0,0,44,-4,4
9,0,51,4,4,1,far,0,121,60,0,0,5190,6158,6158,6642,0,0,121,-12,12,0,0,121,-4,4,0,0,121,-4,4
9,0,51,4,4,1,one_edit,1,20,10,0,0,1740,1560,1560,1640,20,0,0,6,-4,0,0,20,-4,4,0,0,20,-4,4
9,0,51,4,4,1,unchanged,1,5,5,0,0,450,400,400,420,5,0,0,6,-6,0,0,5,-4,4,0,0,5,-4,4
9,0,51,4,4,1,far,1,55,10,0,0,4710,4250,4250,4470,55,0,0,6,-4,0,0,55,-4,4,0,0,55,-4,4
9,0,51,4,4,4,unchanged,0,11,11,0,0,600,688,688,732,0,0,11,-12,12,0,0,11,-4,4,0,0,11,-4,4
9,0,51,4,4,4,one_edit,0,44,30,10,9,2640,2992,2992,3118,0,0,44,-7,12,10,0,34,1,4,10,0,34,1,4
9,0,51,4,4,4,far,0,121,60,45,41,7560,8528,8528,8817,0,0,121,-7,12,30,0,91,1,4,30,0,91,1,4
9,0,51,4,4,4,one_edit,1,20,10,0,0,2160,1920,1920,2000,20,0,0,12,-4,0,0,20,-4,4,0,0,20,-4,4
9,0,51,4,4,4,unchanged,1,5,5,0,0,600,520,520,540,5,0,0,12,-12,0,0,5,-4,4,0,0,5,-4,4
9,0,51,4,4,4,far,1,55,10,0,0,5640,5120,5120,5340,55,0,0,12,-4,0,0,55,-4,4,0,0,55,-4,4
9,0,51,4,4,16,unchanged,0,11,11,0,0,1200,1288,1288,1332,0,0,11,-12,12,0,0,11,-4,4,0,0,11,-4,4
9,0,51,4,4,16,one_edit,0,44,30,10,10,5760,6112,5872,5998,10,0,34,17,12,10,0,34,25,4,10,0,34,1,4
9,0,51,4,4,16,far,0,121,60,45,45,17040,18008,16928,17217,45,0,76,17,12,45,0,76,25,4,30,0,91,1,4
9,0,51,4,4,16,one_edit,1,20,10,0,0,3840,3360,3360,3440,20,0,0,36,-4,0,0,20,-4,4,0,0,20,-4,4
9,0,51,4,4,16,unchanged,1,5,5,0,0,1200,1000,1000,1020,5,0,0,36,-36,0,0,5,-4,4,0,0,5,-4,4
9,0,51,4,4,16,far,1,55,10,0,0,9360,8600,8600,8820,55,0,0,36,-4,0,0,55,-4,4,0,0,55,-4,4
9,0,51,4,8,1,unchanged,0,11,11,0,0,450,538,538,626,0,0,11,-16,16,0,0,11,-8,8,0,0,11,-8,8
9,0,51,4,8,1,one_edit,0,44,30,0,0,1860,2212,2212,2564,0,0,44,-16,16,0,0,44,-8,8,0,0,44,-8,8
9,0,51,4,8,1,far,0,121,60,0,0,5190,6158,6158,7126,0,0,121,-16,16,0,0,121,-8,8,0,0,121,-8,8
9,0,51,4,8,1,one_edit,1,20,10,0,0,1740,1560,1560,1720,10,10,0,2,0,0,0,20,-8,8,0,0,20,-8,8
9,0,51,4,8,1,unchanged,1,5,5,0,0,450,400,400,440,5,0,0,2,-2,0,0,5,-8,8,0,0,5,-8,8
9,0,51,4,8,1,far,1,55,10,0,0,4710,4250,4250,4690,10,45,0,2,0,0,0,55,-8,8,0,0,55,-8,8
9,0,51,4,8,4,unchanged,0,11,11,0,0,600,688,688,776,0,0,11,-16,16,0,0,11,-8,8,0,0,11,-8,8
9,0,51,4,8,4,one_edit,0,44,30,10,9,2640,2992,2992,3294,0,0,44,-11,16,0,0,44,-3,8,0,0,44,-3,8
9,0,51,4,8,4,far,0,121,60,45,41,7560,8528,8528,9301,0,0,121,-11,16,0,0,121,-3,8,0,0,121,-3,8
9,0,51,4,8,4,one_edit,1,20,10,0,0,2160,1920,1920,2080,10,10,0,8,0,0,0,20,-8,8,0,0,20,-8,8
9,0,51,4,8,4,unchanged,1,5,5,0,0,600,520,520,560,5,0,0,8,-8,0,0,5,-8,8,0,0,5,-8,8
9,0,51,4,8,4,far,1,55,10,0,0,5640,5120,5120,5560,10,45,0,8,0,0,0,55,-8,8,0,0,55,-8,8
9,0,51,4,8,16,unchanged,0,11,11,0,0,1200,1288,1288,1376,0,0,11,-16,16,0,0,11,-8,8,0,0,11,-8,8
9,0,51,4,8,16,one_edit,0,44,30,10,10,5760,6112,5872,6174,10,0,34,13,16,10,0,34,21,8,0,0,44,-3,8
9,0,51,4,8,16,far,0,121,60,45,45,17040,18008,16928,17701,45,0,76,13,16,45,0,76,21,8,0,0,121,-3,8
9,0,51,4,8,16,one_edit,1,20,10,0,0,3840,3360,3360,3520,10,10,0,32,0,0,0,20,-8,8,0,0,20,-8,8
9,0,51,4,8,16,unchanged,1,5,5,0,0,1200,1000,1000,1040,5,0,0,32,-32,0,0,5,-8,8,0,0,5,-8,8
9,0,51,4,8,16,far,1,55,10,0,0,9360,8600,8600,9040,10,45,0,32,0,0,0,55,-8,8,0,0,55,-8,8
9,4,30,0,0,1,unchanged,0,16,16,0,0,846,974,974,974,0,0,16,-8,8,0,16,0,0,0,0,16,0,0,0
9,4,30,0,0,1,one_edit,0,64,4,0,0,3384,3896,3896,3896,0,0,64,-8,8,0,64,0,0,0,0,64,0,0,0
9,4,30,0,0,1,far,0,176,8,0,0,9306,10714,10714,10714,0,0,176,-8,8,0,176,0,0,0,0,176,0,0,0
9,4,30,0,0,4,unchanged,0,16,16,0,0,1128,1256,1256,1256,0,0,16,-8,8,0,16,0,0,0,0,16,0,0,0
9,4,30,0,0,4,one_edit,0,64,4,0,0,4512,5024,5024,5024,0,0,64,-8,8,0,64,0,0,0,0,64,0,0,0
9,4,30,0,0,4,far,0,176,8,0,0,12408,13816,13816,13816,0,0,176,-8,8,0,176,0,0,0,0,176,0,0,0
9,4,30,0,0,16,unchanged,0,16,16,0,0,2256,2384,2384,2384,0,0,16,-8,8,0,16,0,0,0,0,16,0,0,0
9,4,30,0,0,16,one_edit,0,64,4,0,0,9024,9536,9536,9536,0,0,64,-8,8,0,64,0,0,0,0,64,0,0,0
9,4,30,0,0,16,far,0,176,8,0,0,24816,26224,26224,26224,0,0,176,-8,8,0,176,0,0,0,0,176,0,0,0
9,4,30,0,2,1,unchanged,0,16,16,0,0,846,974,974,1006,0,0,16,-10,10,0,0,16,-2,2,0,0,16,-2,2
9,4,30,0,2,1,one_edit,0,64,4,0,0,3384,3896,3896,4024,0,0,64,-10,10,0,0,64,-2,2,0,0,64,-2,2
9,4,30,0,2,1,far,0,176,8,0,0,9306,10714,10714,11066,0,0,176,-10,10,0,0,176,-2,2,0,0,176,-2,2
9,4,30,0,2,4,unchanged,0,16,16,0,0,1128,1256,1256,1288,0,0,16,-10,10,0,0,16,-2,2,0,0,16,-2,2
